SI_NO,SKU_Codes,Brand_Name,Item_name,Category,Quantities,UQC,ordered_unit,family_key
2642.0,AMU-DAI-BUT-9LTR,amul,butter,dairy,9 ltr,LTR,packets,amul butter
2667.0,AMU-DAI-BUT-700ML,amul,butter,dairy,700 ml,ML,packets,amul butter
2675.0,AMU-DAI-BUT-70ML,amul,butter,dairy,70 ml,ML,packets,amul butter
2678.0,AAS-SPI-CHI-910GM,aashirvaad,chilli powder,spices,910 gm,GM,packets,aashirvaad chilli powder
2711.0,SUR-HOU-DET-2PCS,surf excel,detergent,household,2 pcs,PCS,packets,surf excel detergent
2716.0,COC-BEV-COL-6LTR,coca cola,cold drink,beverages,6 ltr,LTR,packets,coca cola cold drink
2773.0,AAS-SPI-CHI-930GM,aashirvaad,chilli powder,spices,930 gm,GM,packets,aashirvaad chilli powder
2781.0,FOR-GRA-WHE-9KG,fortune,wheat flour,grains,9 kg,KG,packets,fortune wheat flour
2788.0,AAS-GRA-WHE-400GM,aashirvaad,wheat flour,grains,400 gm,GM,packets,aashirvaad wheat flour
2790.0,AAS-SPI-CHI-990GM,aashirvaad,chilli powder,spices,990 gm,GM,packets,aashirvaad chilli powder
2816.0,AAS-SPI-CHI-760GM,aashirvaad,chilli powder,spices,760 gm,GM,packets,aashirvaad chilli powder
2827.0,AMU-DAI-MIL-200ML,amul,milk,dairy,200 ml,ML,packets,amul milk
2838.0,PAR-SNA-BIS-3PCS,parle,biscuits,snacks,3 pcs,PCS,packs,parle biscuits
2844.0,AAS-SPI-CHI-240GM,aashirvaad,chilli powder,spices,240 gm,GM,packets,aashirvaad chilli powder
2861.0,AMU-DAI-BUT-15LTR,amul,butter,dairy,15 ltr,LTR,packets,amul butter
2875.0,IND-GRA-BAS-10KG,india gate,basmati rice,grains,10 kg,KG,bags,india gate basmati rice
2884.0,SUR-HOU-DET-4PCS,surf excel,detergent,household,4 pcs,PCS,packets,surf excel detergent
2885.0,AMU-DAI-BUT-650ML,amul,butter,dairy,650 ml,ML,packets,amul butter
2894.0,AAS-SPI-CHI-280GM,aashirvaad,chilli powder,spices,280 gm,GM,packets,aashirvaad chilli powder
2899.0,AAS-GRA-WHE-25KG,aashirvaad,wheat flour,grains,25kg,KG,packets,aashirvaad wheat flour
2906.0,AMU-DAI-BUT-900ML,amul,butter,dairy,900 ml,ML,packets,amul butter
2927.0,AAS-SPI-CHI-340GM,aashirvaad,chilli powder,spices,340 gm,GM,packets,aashirvaad chilli powder
2928.0,AAS-SPI-CHI-490GM,aashirvaad,chilli powder,spices,490 gm,GM,packets,aashirvaad chilli powder
2931.0,AAS-GRA-WHE-300GM,aashirvaad,wheat flour,grains,300 gm,GM,packets,aashirvaad wheat flour
2933.0,COL-HOU-GLA-4LTR,colin,glass cleaner,household,4 ltr,LTR,bottles,colin glass cleaner
2935.0,TAT-BEV-TEA-6LTR,tata,tea,beverages,6 ltr,LTR,packets,tata tea
2946.0,FOR-GRA-WHE-100GM,fortune,wheat flour,grains,100 gm,GM,packets,fortune wheat flour
2980.0,LIZ-HOU-FLO-2LTR,lizol,floor cleaner,household,2 ltr,LTR,bottles,lizol floor cleaner
3048.0,MOT-DAI-CUR-4LTR,mother dairy,curd,dairy,4 ltr,LTR,packets,mother dairy curd
3078.0,SUR-HOU-DET-2LTR,surf excel,detergent,household,2 ltr,LTR,packets,surf excel detergent
3093.0,TAT-BEV-TEA-100ML,tata,tea,beverages,100 ml,ML,packets,tata tea
3186.0,TAT-BEV-TEA-3LTR,tata,tea,beverages,3 ltr,LTR,packets,tata tea
3243.0,AMU-DAI-MIL-5000ML,amul,milk,dairy,5000 ml,ML,packets,amul milk
3273.0,AMU-DAI-MIL-6000ML,amul,milk,dairy,6000 ml,ML,packets,amul milk
3289.0,COL-PER-TOO-15PCS,colgate,toothpaste,personal care,15 pcs,PCS,tubes,colgate toothpaste
3298.0,MOT-DAI-CUR-550ML,mother dairy,curd,dairy,550 ml,ML,packets,mother dairy curd
3345.0,AAS-STA-MUL-2KG,aashirvaad,multigrain atta,staples,2 kg,KG,packets,aashirvaad multigrain atta
3346.0,AAS-STA-MUL-10KG,aashirvaad,multigrain atta,staples,10 kg,KG,packets,aashirvaad multigrain atta
3347.0,AAS-STA-MUL-12KG,aashirvaad,multigrain atta,staples,12 kg,KG,packets,aashirvaad multigrain atta
3348.0,AAS-STA-MUL-25KG,aashirvaad,multigrain atta,staples,25 kg,KG,packets,aashirvaad multigrain atta
3349.0,AAS-STA-MUL-1KG,aashirvaad,multigrain atta,staples,1 kg,KG,packets,aashirvaad multigrain atta
3350.0,AAS-GRA-ATT-5KG,aashirvaad,atta (flour),grains,5 kg,KG,packets,aashirvaad atta (flour)
3351.0,AAS-GRA-ATT-3KG,aashirvaad,atta (flour),grains,3 kg,KG,packets,aashirvaad atta (flour)
3352.0,AAS-GRA-ATT-2KG,aashirvaad,atta (flour),grains,2 kg,KG,packets,aashirvaad atta (flour)
3353.0,AAS-GRA-ATT-15KG,aashirvaad,atta (flour),grains,15 kg,KG,packets,aashirvaad atta (flour)
3357.0,AMU-DAI-BUT-800ML,amul masti,buttermilk,dairy,800 ml,ML,packets,amul masti buttermilk
,AMU-DAI-MIL-3KG,amul (powder),milk powder,dairy,3 kg,KG,packets,amul (powder) milk powder
,AMU-DAI-MIL-5KG,amul (powder),milk powder,dairy,5 kg,KG,packets,amul (powder) milk powder
,AMU-DAI-MIL-10KG,amul (powder),milk powder,dairy,10 kg,KG,packets,amul (powder) milk powder
,AMU-DAI-MIL-8KG,amul (powder),milk powder,dairy,8 kg,KG,packets,amul (powder) milk powder
,CAD-SWE-DAI-500GM,cadbury,dairy milk,sweets,500 gm,GM,packets,cadbury dairy milk
,CAD-SWE-DAI-350GM,cadbury,dairy milk,sweets,350 gm,GM,packets,cadbury dairy milk
,CAD-SWE-DAI-400GM,cadbury,dairy milk,sweets,400 gm,GM,packets,cadbury dairy milk
,CAD-SWE-DAI-150GM,cadbury,dairy milk,sweets,150 gm,GM,packets,cadbury dairy milk
,CAD-BEV-HEA-2KG,cadbury bournvita,health drink,beverages,2 kg,KG,jars,cadbury bournvita health drink
,CAD-BEV-HEA-4KG,cadbury bournvita,health drink,beverages,4 kg,KG,jars,cadbury bournvita health drink
,CAD-BEV-HEA-7KG,cadbury bournvita,health drink,beverages,7 kg,KG,jars,cadbury bournvita health drink
,CAD-BEV-HEA-3KG,cadbury bournvita,health drink,beverages,3 kg,KG,jars,cadbury bournvita health drink
,DAI-DAI-CHO-180GM,dairy milk,chocolate,dairy,180 gm,GM,packs,dairy milk chocolate
,DAI-DAI-CHO-1PACKET,dairy milk,chocolate,dairy,1 Packet,PKT,packs,dairy milk chocolate
,DAI-DAI-CHO-5PACKET,dairy milk,chocolate,dairy,5 Packet,PKT,packs,dairy milk chocolate
,DAI-DAI-CHO-2PACKET,dairy milk,chocolate,dairy,2 Packet,PKT,packs,dairy milk chocolate
,DAI-DAI-CHO-250GM,dairy milk,chocolate,dairy,250 gm,GM,packs,dairy milk chocolate
,DAI-DAI-CHO-10PACKET,dairy milk,chocolate,dairy,10 Packet,PKT,packs,dairy milk chocolate
,DAI-DAI-CHO-6PACKET,dairy milk,chocolate,dairy,6 Packet,PKT,packs,dairy milk chocolate
,DAI-DAI-CHO-400GM,dairy milk,chocolate,dairy,400 gm,GM,packs,dairy milk chocolate
,DAI-DAI-CHO-80GM,dairy milk,chocolate,dairy,80 gm,GM,packs,dairy milk chocolate
,DAI-DAI-CHO-4PACKET,dairy milk,chocolate,dairy,4 Packet,PKT,packs,dairy milk chocolate
,DAI-DAI-CHO-150GM,dairy milk,chocolate,dairy,150 gm,GM,packs,dairy milk chocolate
,24-PUL-MOO-500GM,24,pulao moo,auto_added,500,GM,unit,24 pulao moo
,7UP-BEV-SOF-2LTR,7up,beverage soft drink,auto_added,2,LTR,unit,7up beverage soft drink
,7UP-BEV-SOF-600ML,7up,beverage soft drink,auto_added,600,ML,unit,7up beverage soft drink
,AAS-GEN-WHE-500GM,aashirvaad,gen wheat,auto_added,500,GM,unit,aashirvaad gen wheat
,AAS-GEN-WHE-5KG,aashirvaad,gen wheat,auto_added,5,KG,unit,aashirvaad gen wheat
,AMR-PHA-PAI-300GM,amrutanjan,pha pai,auto_added,300,GM,unit,amrutanjan pha pai
,AMU-DAI-BUT-200GM,amul (extra fat),dairy butter,auto_added,200,GM,unit,amul (extra fat) dairy butter
,AMU-DAI-BUT-80GM,amul (extra fat),dairy butter,auto_added,80,GM,unit,amul (extra fat) dairy butter
,AMU-DAI-CHE-200GM,amul (extra fat),dairy cheese,auto_added,200,GM,unit,amul (extra fat) dairy cheese
,AMU-DAI-CHE-400GM,amul (extra fat),dairy cheese,auto_added,400,GM,unit,amul (extra fat) dairy cheese
,AMU-DAI-CHE-450GM,amul (extra fat),dairy cheese,auto_added,450,GM,unit,amul (extra fat) dairy cheese
,AMU-DAI-FRE-1LTR,amul (extra fat),dairy fre,auto_added,1,LTR,unit,amul (extra fat) dairy fre
,AMU-DAI-FRE-250ML,amul (extra fat),dairy fre,auto_added,250,ML,unit,amul (extra fat) dairy fre
,AMU-DAI-FRE-500ML,amul (extra fat),dairy fre,auto_added,500,ML,unit,amul (extra fat) dairy fre
,AMU-DAI-GHE-1KG,amul (extra fat),dairy ghee,auto_added,1,KG,unit,amul (extra fat) dairy ghee
,AMU-DAI-PAN-1KG,amul (extra fat),dairy paneer,auto_added,1,KG,unit,amul (extra fat) dairy paneer
,AMU-DAI-PAN-200GM,amul (extra fat),dairy paneer,auto_added,200,GM,unit,amul (extra fat) dairy paneer
,AMU-MIL-MIL-1KG,amul (extra fat),milk milk,auto_added,1,KG,unit,amul (extra fat) milk milk
,APP-GEN-APP-600ML,appy fizz,gen app,auto_added,600,ML,unit,appy fizz gen app
,B&B-GEN-RAG-1KG,b&b,gen rag,auto_added,1,KG,unit,b&b gen rag
,BIN-SNA-MAD-20RS,bingo,snack mad,auto_added,20,RS,unit,bingo snack mad
,BIN-SNA-TAN-20RS,bingo,snack tan,auto_added,20,RS,unit,bingo snack tan
,BIN-SNA-TAN-40RS,bingo,snack tan,auto_added,40,RS,unit,bingo snack tan
,BIN-SNA-TED-70GM,bingo,snack ted,auto_added,70,GM,unit,bingo snack ted
,BRI-BAK-BRE-150GM,britannia,bak breakfast,auto_added,150,GM,unit,britannia bak breakfast
,BRI-BAK-CAK-150GM,britannia,bak cake,auto_added,150,GM,unit,britannia bak cake
,BRI-BAK-CAK-180GM,britannia,bak cake,auto_added,180,GM,unit,britannia bak cake
,BRI-BEV-INS-250GM,britannia,beverage instant,auto_added,250,GM,unit,britannia beverage instant
,BRI-BEV-INS-500GM,britannia,beverage instant,auto_added,500,GM,unit,britannia beverage instant
,BRI-BEV-INS-750GM,britannia,beverage instant,auto_added,750,GM,unit,britannia beverage instant
,BRI-BEV-INS-900GM,britannia,beverage instant,auto_added,900,GM,unit,britannia beverage instant
,BRI-BIS-BOU-150GM,britannia,biscuit bou,auto_added,150,GM,unit,britannia biscuit bou
,BRI-BIS-BRE-250GM,britannia,biscuit breakfast,auto_added,250,GM,unit,britannia biscuit breakfast
,BRI-BIS-GOO-100GM,britannia,biscuit good day,auto_added,100,GM,unit,britannia biscuit good day
,BRI-BIS-GOO-10RSPACK,britannia,biscuit good day,auto_added,10,RSPACK,unit,britannia biscuit good day
,BRI-BIS-GOO-20RSPACK,britannia,biscuit good day,auto_added,20,RSPACK,unit,britannia biscuit good day
,BRI-BIS-GOO-250GM,britannia,biscuit good day,auto_added,250,GM,unit,britannia biscuit good day
,BRI-BIS-MAR-120GM,britannia,biscuit marshmallow,auto_added,120,GM,unit,britannia biscuit marshmallow
,BRI-BIS-MAR-150GM,britannia,biscuit marshmallow,auto_added,150,GM,unit,britannia biscuit marshmallow
,BRI-BIS-NUT-250GM,britannia,biscuit nut,auto_added,250,GM,unit,britannia biscuit nut
,BRI-SNA-CAK-200GM,britannia,snack cake,auto_added,200,GM,unit,britannia snack cake
,BRI-SNA-GOO-200GM,britannia,snack good day,auto_added,200,GM,unit,britannia snack good day
,BRI-SNA-MIL-200GM,britannia,snack milk,auto_added,200,GM,unit,britannia snack milk
,BRI-SNA-RUS-200GM,britannia,snack rusk,auto_added,200,GM,unit,britannia snack rusk
,CAD-GEN-BOU-1KG,cadbury bournvita,gen bou,auto_added,1,KG,unit,cadbury bournvita gen bou
,CAD-SWE-DAI-110GM,cadbury bournvita,swe dairy,auto_added,110,GM,unit,cadbury bournvita swe dairy
,CAD-SWE-DAI-120GM,cadbury bournvita,swe dairy,auto_added,120,GM,unit,cadbury bournvita swe dairy
,CAD-SWE-DAI-140GM,cadbury bournvita,swe dairy,auto_added,140,GM,unit,cadbury bournvita swe dairy
,CAD-SWE-DAI-200GM,cadbury bournvita,swe dairy,auto_added,200,GM,unit,cadbury bournvita swe dairy
,CAD-SWE-DAI-20RS,cadbury bournvita,swe dairy,auto_added,20,RS,unit,cadbury bournvita swe dairy
,CAD-SWE-DAI-40GM,cadbury bournvita,swe dairy,auto_added,40,GM,unit,cadbury bournvita swe dairy
,CAD-SWE-DAI-45GM,cadbury bournvita,swe dairy,auto_added,45,GM,unit,cadbury bournvita swe dairy
,CAT-SPI-BLA-100GM,catch,spice bla,auto_added,100,GM,unit,catch spice bla
,CAT-SPI-BLA-200GM,catch,spice bla,auto_added,200,GM,unit,catch spice bla
,CAT-SPI-COR-750GM,catch,spice corn,auto_added,750,GM,unit,catch spice corn
,CAT-SPI-DHA-250GM,catch,spice dha,auto_added,250,GM,unit,catch spice dha
,CAT-SPI-DHA-400GM,catch,spice dha,auto_added,400,GM,unit,catch spice dha
,CAT-SPI-DHA-500GM,catch,spice dha,auto_added,500,GM,unit,catch spice dha
,CAT-SPI-TUR-100GM,catch,spice turmeric,auto_added,100,GM,unit,catch spice turmeric
,CHI-GEN-SOY-200GM,ching's secret,gen soy,auto_added,200,GM,unit,ching's secret gen soy
,CLI-GEN-SHA-175ML,clinic plus,gen shampoo,auto_added,175,ML,unit,clinic plus gen shampoo
,COC-BEV-COK-500ML,coca-cola,beverage cok,auto_added,500,ML,unit,coca-cola beverage cok
,COC-BEV-DIE-300ML,coca-cola,beverage die,auto_added,300,ML,unit,coca-cola beverage die
,COC-BEV-SOF-300ML,coca-cola,beverage soft drink,auto_added,300,ML,unit,coca-cola beverage soft drink
,COC-BEV-SOF-500ML,coca-cola,beverage soft drink,auto_added,500,ML,unit,coca-cola beverage soft drink
,COC-BEV-SOF-5LTR,coca-cola,beverage soft drink,auto_added,5,LTR,unit,coca-cola beverage soft drink
,COC-BEV-SOF-750ML,coca-cola,beverage soft drink,auto_added,750,ML,unit,coca-cola beverage soft drink
,COL-PER-TOO-400ML,colgate,perfume toothpaste,auto_added,400,ML,unit,colgate perfume toothpaste
,DAA-GRA-BAS-1KG,daawat,granola basmati,auto_added,1,KG,unit,daawat granola basmati
,DAA-GRA-BAS-5KG,daawat,granola basmati,auto_added,5,KG,unit,daawat granola basmati
,DAA-GRA-BRO-5KG,daawat,granola brownie,auto_added,5,KG,unit,daawat granola brownie
,DAA-GRA-KOL-10KG,daawat,granola kol,auto_added,10,KG,unit,daawat granola kol
,DAA-GRA-SON-10KG,daawat,granola son,auto_added,10,KG,unit,daawat granola son
,DAB-BEV-AML-250ML,dabur honey,beverage aml,auto_added,250,ML,unit,dabur honey beverage aml
,DAB-BEV-AML-500ML,dabur honey,beverage aml,auto_added,500,ML,unit,dabur honey beverage aml
,DAB-JUI-AML-2LTR,dabur honey,juice aml,auto_added,2,LTR,unit,dabur honey juice aml
,DAI-CHO-CHO-100GM,dairy milk,choco choco,auto_added,100,GM,unit,dairy milk choco choco
,DAL-DAI-GHE-1KG,dalda,dairy ghee,auto_added,1,KG,unit,dalda dairy ghee
,DAL-DAI-GHE-5KG,dalda,dairy ghee,auto_added,5,KG,unit,dalda dairy ghee
,DET-LIQ-MUL-2LTR,dettol,liquid mul,auto_added,2,LTR,unit,dettol liquid mul
,DET-LIQ-SUR-1LTR,dettol,liquid sur,auto_added,1,LTR,unit,dettol liquid sur
,DET-PHA-LIQ-1LTR,dettol,pha liquid,auto_added,1,LTR,unit,dettol pha liquid
,DOV-GEN-BOD-200ML,dove,gen bod,auto_added,200,ML,unit,dove gen bod
,DOV-GEN-SHA-180ML,dove,gen shampoo,auto_added,180,ML,unit,dove gen shampoo
,DOV-SOA-BEA-100GM,dove,soya bea,auto_added,100,GM,unit,dove soya bea
,DOV-SOA-BEA-75GM,dove,soya bea,auto_added,75,GM,unit,dove soya bea
,EMA-GRO-MUS-500ML,ema,grocery muesli,auto_added,500,ML,unit,ema grocery muesli
,EVE-SPI-CHA-100GM,everest,spice chaas,auto_added,100,GM,unit,everest spice chaas
,EVE-SPI-CHH-100GM,everest,spice chh,auto_added,100,GM,unit,everest spice chh
,EVE-SPI-CHH-750GM,everest,spice chh,auto_added,750,GM,unit,everest spice chh
,EVE-SPI-COR-200GM,everest,spice corn,auto_added,200,GM,unit,everest spice corn
,EVE-SPI-FIS-100GM,everest,spice fish,auto_added,100,GM,unit,everest spice fish
,EVE-SPI-MEA-100GM,everest,spice meat,auto_added,100,GM,unit,everest spice meat
,EVE-SPI-PAV-100GM,everest,spice pav,auto_added,100,GM,unit,everest spice pav
,EVE-SPI-PAV-200GM,everest,spice pav,auto_added,200,GM,unit,everest spice pav
,EVE-SPI-RED-250GM,everest,spice red,auto_added,250,GM,unit,everest spice red
,EVE-SPI-RED-500GM,everest,spice red,auto_added,500,GM,unit,everest spice red
,EVE-SPI-TUR-1KG,everest,spice turmeric,auto_added,1,KG,unit,everest spice turmeric
,FEV-DIY-ADH-200GM,fevicol,diy adh,auto_added,200,GM,unit,fevicol diy adh
,FOR-OIL-BES-1KG,fortune gold,oil bes,auto_added,1,KG,unit,fortune gold oil bes
,FOR-OIL-OIL-1LTR,fortune gold,oil oil,auto_added,1,LTR,unit,fortune gold oil oil
,FOR-OIL-RIC-500ML,fortune gold,oil rice,auto_added,500,ML,unit,fortune gold oil rice
,FOR-OIL-SOY-500ML,fortune gold,oil soy,auto_added,500,ML,unit,fortune gold oil soy
,FRO-GEN-MAN-1LTR,frooti,gen manchurian,auto_added,1,LTR,unit,frooti gen manchurian
,FRO-GEN-MAN-600ML,frooti,gen manchurian,auto_added,600,ML,unit,frooti gen manchurian
,FUN-GEN-PIZ-325GM,funfoods,gen piz,auto_added,325,GM,unit,funfoods gen piz
,FUN-GEN-PIZ-400GM,funfoods,gen piz,auto_added,400,GM,unit,funfoods gen piz
,GTS-GRA-RIC-2KG,gts bullet (old),granola rice,auto_added,2,KG,unit,gts bullet (old) granola rice
,GTS-GRA-RIC-5KG,gts bullet (old),granola rice,auto_added,5,KG,unit,gts bullet (old) granola rice
,HAL-SNA-ALO-1KG,haldiram’s,snack alo,auto_added,1,KG,unit,haldiram’s snack alo
,HAL-SNA-ALO-200GM,haldiram’s,snack alo,auto_added,200,GM,unit,haldiram’s snack alo
,HAL-SNA-ALO-400GM,haldiram’s,snack alo,auto_added,400,GM,unit,haldiram’s snack alo
,HAR-HOU-BAT-500ML,harvest,hou bat,auto_added,500,ML,unit,harvest hou bat
,HAR-HOU-DIS-1LTR,harvest,hou dis,auto_added,1,LTR,unit,harvest hou dis
,HAR-HOU-TOI-750ML,harvest,hou toilet cleaner,auto_added,750,ML,unit,harvest hou toilet cleaner
,HER-SWE-CHO-250GM,hershey's,swe choco,auto_added,250,GM,unit,hershey's swe choco
,HER-SWE-CHO-400GM,hershey's,swe choco,auto_added,400,GM,unit,hershey's swe choco
,HIM-GEN-FAC-150ML,himalaya greens,gen face wash,auto_added,150,ML,unit,himalaya greens gen face wash
,HIM-GEN-HER-200ML,himalaya greens,gen her,auto_added,200,ML,unit,himalaya greens gen her
,HIM-PER-FAC-500ML,himalaya greens,perfume face wash,auto_added,500,ML,unit,himalaya greens perfume face wash
,IND-GRA-BAS-6KG,indian harvest,granola basmati,auto_added,6,KG,unit,indian harvest granola basmati
,IND-GRA-BAS-8KG,indian harvest,granola basmati,auto_added,8,KG,unit,indian harvest granola basmati
,KEL-BRE-COR-100GM,kellogg’s,breakfast corn,auto_added,100,GM,unit,kellogg’s breakfast corn
,KIS-CON-MIX-200GM,kisan plus,conditioner mixture,auto_added,200,GM,unit,kisan plus conditioner mixture
,KIS-SAU-MIX-500GM,kisan plus,sauce mixture,auto_added,500,GM,unit,kisan plus sauce mixture
,KIS-SAU-MIX-750GM,kisan plus,sauce mixture,auto_added,750,GM,unit,kisan plus sauce mixture
,KIS-SAU-TOM-500GM,kisan plus,sauce tom,auto_added,500,GM,unit,kisan plus sauce tom
,KOH-STA-KOL-5KG,kohinoor,staple kol,auto_added,5,KG,unit,kohinoor staple kol
,KUR-SNA-GRE-90GM,kurkure,snack gre,auto_added,90,GM,unit,kurkure snack gre
,KUR-SNA-MAS-75GM,kurkure,snack masala,auto_added,75,GM,unit,kurkure snack masala
,KUR-SNA-SOL-100GM,kurkure,snack sol,auto_added,100,GM,unit,kurkure snack sol
,KUR-SNA-SOL-60GM,kurkure,snack sol,auto_added,60,GM,unit,kurkure snack sol
,KUR-SNA-SOL-90GM,kurkure,snack sol,auto_added,90,GM,unit,kurkure snack sol
,LAL-GEN-BAS-1KG,lal,gen basmati,auto_added,1,KG,unit,lal gen basmati
,LAY-GEN-CHI-120GM,lay’s,gen chicken,auto_added,120,GM,unit,lay’s gen chicken
,LAY-GEN-CHI-130GM,lay’s,gen chicken,auto_added,130,GM,unit,lay’s gen chicken
,LAY-GEN-CHI-150GM,lay’s,gen chicken,auto_added,150,GM,unit,lay’s gen chicken
,LAY-GEN-CHI-50GM,lay’s,gen chicken,auto_added,50,GM,unit,lay’s gen chicken
,LAY-GEN-CHI-80GM,lay’s,gen chicken,auto_added,80,GM,unit,lay’s gen chicken
,LAY-GEN-CRE-100GM,lay’s,gen cream,auto_added,100,GM,unit,lay’s gen cream
,LAY-SNA-CHI-150GM,lay’s,snack chicken,auto_added,150,GM,unit,lay’s snack chicken
,LAY-SNA-CHI-20RSPACK,lay’s,snack chicken,auto_added,20,RSPACK,unit,lay’s snack chicken
,LAY-SNA-CHI-50GM,lay’s,snack chicken,auto_added,50,GM,unit,lay’s snack chicken
,LIP-BEV-GRE-10TB,lipton,beverage gre,auto_added,10,TB,unit,lipton beverage gre
,LIP-BEV-GRE-250GM,lipton,beverage gre,auto_added,250,GM,unit,lipton beverage gre
,LIP-BEV-GRE-25TB,lipton,beverage gre,auto_added,25,TB,unit,lipton beverage gre
,LIP-BEV-GRE-40TB,lipton,beverage gre,auto_added,40,TB,unit,lipton beverage gre
,LUX-PER-BEA-100GM,lux,perfume bea,auto_added,100,GM,unit,lux perfume bea
,MAG-CON-TOM-500GM,maggie,conditioner tom,auto_added,500,GM,unit,maggie conditioner tom
,MAG-CON-TOM-750GM,maggie,conditioner tom,auto_added,750,GM,unit,maggie conditioner tom
,MAG-GEN-TOM-2KG,maggie,gen tom,auto_added,2,KG,unit,maggie gen tom
,MCC-FRO-CHE-750GM,mccain,frozen cheese,auto_added,750,GM,unit,mccain frozen cheese
,MDH-SPI-CHI-100GM,mdh,spice chicken,auto_added,100,GM,unit,mdh spice chicken
,MDH-SPI-DEG-500GM,mdh,spice deg,auto_added,500,GM,unit,mdh spice deg
,MDH-SPI-HAL-200GM,mdh,spice hal,auto_added,200,GM,unit,mdh spice hal
,MDH-SPI-PAN-100GM,mdh,spice paneer,auto_added,100,GM,unit,mdh spice paneer
,MDH-SPI-RAJ-100GM,mdh,spice raj,auto_added,100,GM,unit,mdh spice raj
,MDH-SPI-SAM-100GM,mdh,spice sambar,auto_added,100,GM,unit,mdh spice sambar
,MDH-SPI-SHA-100GM,mdh,spice shampoo,auto_added,100,GM,unit,mdh spice shampoo
,MDH-SPI-TUR-200GM,mdh,spice turmeric,auto_added,200,GM,unit,mdh spice turmeric
,MON-BEV-ENE-350ML,monin,beverage energy drink,auto_added,350,ML,unit,monin beverage energy drink
,MOT-DAI-CUR-400GM,mother's recipe,dairy curd,auto_added,400,GM,unit,mother's recipe dairy curd
,MOT-GEN-GIN-100GM,mother's recipe,gen gin,auto_added,100,GM,unit,mother's recipe gen gin
,MOT-GEN-GIN-250GM,mother's recipe,gen gin,auto_added,250,GM,unit,mother's recipe gen gin
,MOT-GEN-GIN-300GM,mother's recipe,gen gin,auto_added,300,GM,unit,mother's recipe gen gin
,MOT-GEN-GIN-500GM,mother's recipe,gen gin,auto_added,500,GM,unit,mother's recipe gen gin
,MOT-GEN-GIN-750GM,mother's recipe,gen gin,auto_added,750,GM,unit,mother's recipe gen gin
,MOT-GEN-LAS-250ML,mother's recipe,gen lassi,auto_added,250,ML,unit,mother's recipe gen lassi
,MOT-GEN-LAS-500ML,mother's recipe,gen lassi,auto_added,500,ML,unit,mother's recipe gen lassi
,MOU-BEV-DRI-750ML,mountain dew,beverage dri,auto_added,750,ML,unit,mountain dew beverage dri
,NES-BEV-CLA-100GM,nescafé classic,beverage cla,auto_added,100,GM,unit,nescafé classic beverage cla
,NES-BEV-COF-100GM,nescafé classic,beverage coffee,auto_added,100,GM,unit,nescafé classic beverage coffee
,NES-BEV-NES-200GM,nescafé classic,beverage nes,auto_added,200,GM,unit,nescafé classic beverage nes
,NES-DAI-KIT-25RSPACK,nescafé classic,dairy kitkat,auto_added,25,RSPACK,unit,nescafé classic dairy kitkat
,NES-DAI-KIT-50GM,nescafé classic,dairy kitkat,auto_added,50,GM,unit,nescafé classic dairy kitkat
,NES-DAI-KIT-52GM,nescafé classic,dairy kitkat,auto_added,52,GM,unit,nescafé classic dairy kitkat
,NES-DAI-MIL-400GM,nescafé classic,dairy milk,auto_added,400,GM,unit,nescafé classic dairy milk
,NES-GEN-KIT-50GM,nescafé classic,gen kitkat,auto_added,50,GM,unit,nescafé classic gen kitkat
,NES-GEN-MAG-150GM,nescafé classic,gen mag,auto_added,150,GM,unit,nescafé classic gen mag
,NES-GEN-MAG-70GM,nescafé classic,gen mag,auto_added,70,GM,unit,nescafé classic gen mag
,NES-GEN-MAG-750GM,nescafé classic,gen mag,auto_added,750,GM,unit,nescafé classic gen mag
,NES-GEN-MAG-80GM,nescafé classic,gen mag,auto_added,80,GM,unit,nescafé classic gen mag
,NES-GEN-YOG-100GM,nescafé classic,gen yogurt,auto_added,100,GM,unit,nescafé classic gen yogurt
,NES-SNA-MAG-70GM,nescafé classic,snack mag,auto_added,70,GM,unit,nescafé classic snack mag
,NES-SPI-MAG-280GM,nescafé classic,spice mag,auto_added,280,GM,unit,nescafé classic spice mag
,NES-SPI-MAG-70GM,nescafé classic,spice mag,auto_added,70,GM,unit,nescafé classic spice mag
,NIV-PER-BOD-250ML,nivea men,perfume bod,auto_added,250,ML,unit,nivea men perfume bod
,NUT-SWE-COC-950GM,nutralite,swe coc,auto_added,950,GM,unit,nutralite swe coc
,PAR-BAK-BIS-10RSPACK,park avenue,bak biscuit,auto_added,10,RSPACK,unit,park avenue bak biscuit
,PAR-BIS-KRA-75GM,park avenue,biscuit kra,auto_added,75,GM,unit,park avenue biscuit kra
,PAR-PER-COC-200ML,park avenue,perfume coc,auto_added,200,ML,unit,park avenue perfume coc
,PAR-PER-COC-250ML,park avenue,perfume coc,auto_added,250,ML,unit,park avenue perfume coc
,PAR-PER-HAI-200ML,park avenue,perfume hair,auto_added,200,ML,unit,park avenue perfume hair
,PAR-PER-HAI-500ML,park avenue,perfume hair,auto_added,500,ML,unit,park avenue perfume hair
,PAR-SNA-BIS-300GM,park avenue,snack biscuit,auto_added,300,GM,unit,park avenue snack biscuit
